Time,Channel A,Channel B
(us),(mV),(mV)

2.38811212,1.86162913,-230.33843994
2.39211212,1.96539199,-203.95518494
2.39611212,1.66631055,-172.13964844
2.40011212,1.66631055,-139.08810425
2.40411212,1.86162913,-100.61952209
2.40811212,2.16071033,-61.66264343
2.41211212,2.25836945,-20.72206688
2.41611212,1.76396978,20.21851158
2.42011212,1.76396978,66.08782959
2.42411212,1.47099209,102.32855225
2.42811212,2.45368814,139.57640076
2.43211212,2.16071033,174.33697510
2.43611212,2.25836945,203.93992615
2.44011212,2.16071033,228.11058044
2.44411212,2.64900661,247.82554626
2.44811212,2.94808793,264.85485840
2.45211212,2.64900661,272.49975586
2.45611212,2.06305122,275.44479370
2.46011212,2.85042882,271.01962280
2.46411212,2.25836945,258.93426514
2.46811212,2.85042882,240.92834473
2.47211212,2.64900661,222.67828369
2.47611212,2.25836945,193.33474731
2.48011212,2.64900661,164.23533630
2.48411212,2.55134726,128.72706604
2.48811212,2.35602903,92.71522522
2.49211212,2.74666595,49.56205750
2.49611212,2.06305122,8.37732983
2.50011212,2.94808793,-33.53984070
2.50411212,2.45368814,-73.74797058
2.50811212,1.86162913,-108.76796722
2.51211212,1.56865132,-148.96083069
2.51611212,2.16071033,-183.23310852
2.52011212,2.16071033,-212.08836365
2.52411212,2.45368814,-234.53472900
2.52811212,1.76396978,-254.50910950
2.53211212,2.45368814,-265.60256958
2.53611212,2.16071033,-276.45190430
2.54011212,2.06305122,-276.69604492
2.54411212,1.96539199,-270.53131104
2.54811212,1.66631055,-261.16210938
2.55211212,2.64900661,-242.17961121
2.55611212,1.76396978,-220.96925354
2.56011212,0.39063692,-191.38156128
2.56411212,1.66631055,-163.74703979
2.56811212,2.16071033,-126.51447296
2.57211212,1.96539199,-88.53419495
2.57611212,1.96539199,-45.86931610
2.58011212,2.55134726,-5.67644262
2.58411212,1.66631055,35.26413727
2.58811212,2.45368814,77.66960144
2.59211212,1.96539199,116.39759064
2.59611212,2.35602903,152.39416504
2.60011212,2.64900661,184.69799805
2.60411212,2.55134726,212.56140137
2.60811212,2.25836945,235.99961853
2.61211212,2.94808793,252.02183533
2.61611212,2.85042882,267.79989624
2.62011212,2.85042882,271.01962280
2.62411212,2.35602903,272.74389648
2.62811212,2.45368814,267.55575562
2.63211212,2.45368814,255.72984314
2.63611212,1.86162913,237.72392273
2.64011212,2.16071033,213.06495667
2.64411212,2.45368814,185.93400574
2.64811212,3.04574704,151.15817261
2.65211212,2.06305122,117.87773895
2.65611212,1.96539199,77.42545319
2.66011212,2.35602903,35.50828552
2.66411212,2.55134726,-5.67644262
2.66811212,1.86162913,-43.16843033
2.67211212,2.16071033,-84.84145355
2.67611212,2.35602903,-124.30187988
2.68011212,2.06305122,-158.08587646
2.68411212,2.06305122,-189.90141296
2.68811212,2.35602903,-218.49725342
2.69211212,2.06305122,-239.95176697
2.69611212,1.96539199,-260.17025757
2.70011212,1.96539199,-272.51501465
2.70411212,1.47099209,-277.68789673
2.70811212,2.16071033,-274.72760010
2.71211212,1.76396978,-267.08270264
2.71611212,1.66631055,-255.74510193
2.72011212,1.96539199,-238.71577454
2.72411212,2.45368814,-214.80451965
2.72811212,1.76396978,-183.23310852
2.73211211,1.47099209,-148.96083069
2.73611211,1.96539199,-113.69670105
2.74011211,2.25836945,-71.76427460
2.74411211,2.16071033,-34.28754425
2.74811211,2.16071033,8.86562634
2.75211211,2.45368814,48.32605743
2.75611211,2.45368814,90.50263977
2.76011211,2.94808793,127.49106598
2.76411211,2.94808793,161.27505493
2.76811211,1.96539199,193.09059143
2.77211211,2.55134726,221.94584656
2.77611211,2.25836945,242.65264893
2.78011211,2.64900661,260.41442871
2.78411211,1.96539199,269.53945923
2.78811211,2.85042882,273.47634888
2.79211211,1.86162913,272.74389648
2.79611211,2.35602903,263.61886597
2.80011211,2.06305122,246.60479736
2.80411211,3.24106574,228.35473633
2.80811211,2.35602903,204.91651917
2.81211211,2.85042882,173.36038208
2.81611211,2.06305122,142.03314209
2.82011211,2.45368814,102.32855225
2.82411211,2.16071033,64.36353302
2.82811211,2.16071033,23.91125107
2.83211211,1.86162913,-17.76177216
2.83611211,2.55134726,-58.70235062
2.84011211,2.16071033,-100.13122559
2.84411211,2.25836945,-136.12780762
2.84811211,1.37333298,-170.90364075
2.85211211,1.96539199,-202.23088074
2.85611211,1.47099209,-226.88984680
2.86011211,2.25836945,-249.82450867
2.86411211,1.86162913,-264.12240601
2.86811211,1.47099209,-273.99517822
2.87211211,1.86162913,-276.20776367
2.87611211,1.56865132,-275.71945190
2.88011211,2.25836945,-265.60256958
2.88411211,2.06305122,-248.34436035
2.88811211,2.25836945,-231.07087708
2.89211211,1.86162913,-202.71917725
2.89611211,1.56865132,-172.13964844
2.90011211,1.56865132,-137.36380005
2.90411211,2.06305122,-99.38352203
2.90811211,1.96539199,-59.43479538
2.91211211,1.76396978,-19.24191856
2.91611211,2.16071033,22.91939926
2.92011211,2.35602903,65.34012604
2.92411211,2.45368814,104.55640411
2.92811211,2.16071033,140.06469727
2.93211211,2.45368814,174.59638977
2.93611211,2.64900661,203.19221497
2.94011211,2.55134726,230.81147766
2.94411211,2.25836945,248.32910156
2.94811211,2.94808793,265.34317017
2.95211211,2.64900661,272.98806763
2.95611211,2.64900661,273.23220825
2.96011211,1.96539199,268.54760742
2.96411211,2.55134726,260.15499878
2.96811211,2.64900661,244.62109375
2.97211211,2.16071033,219.71800232
2.97611211,2.06305122,194.31134033
2.98011211,2.35602903,162.99935913
2.98411211,2.45368814,127.24692535
2.98811211,2.16071033,92.22692871
2.99211211,2.25836945,50.55390549
2.99611211,2.25836945,9.36918163
3.00011211,1.86162913,-31.81554604
3.00411211,2.25836945,-71.52012634
3.00811211,2.45368814,-114.42914581
3.01211211,1.86162913,-149.20498657
3.01611211,1.76396978,-181.26467896
3.02011211,1.56865132,-210.85237122
3.02411211,2.06305122,-234.29058838
3.02811211,1.56865132,-255.48570251
3.03211211,1.86162913,-270.53131104
3.03611211,1.96539199,-278.17620850
3.04011211,2.06305122,-280.40405273
3.04411211,1.96539199,-273.49160767
3.04811211,1.86162913,-264.12240601
3.05211211,1.76396978,-241.93545532
3.05611211,1.37333298,-220.72511292
3.06011211,1.96539199,-193.83830261
3.06411211,1.17801452,-162.28216553
3.06811211,1.96539199,-127.26218414
3.07211211,2.06305122,-88.04589844
3.07611211,1.96539199,-48.58546448
3.08011211,1.66631055,-5.92059040
3.08411210,1.86162913,35.75243378
3.08811210,1.66631055,75.70115662
3.09211210,1.96539199,115.64988708
3.09611210,2.64900661,148.19787598
3.10011210,2.25836945,184.20970154
3.10411210,1.66631055,214.30096436
3.10811210,2.25836945,235.49606323
3.11211210,1.96539199,254.49385071
3.11611210,2.25836945,268.05929565
3.12011210,2.35602903,271.50790405
3.12411210,2.35602903,272.74389648
3.12811210,2.74666595,269.28005981
3.13211210,2.94808793,255.72984314
3.13611210,2.45368814,237.47976685
3.14011210,2.35602903,213.55325317
3.14411210,3.33872485,184.20970154
3.14811210,2.55134726,154.36260986
3.15211210,2.74666595,118.85433197
3.15611210,2.25836945,78.41730499
3.16011210,3.04574704,36.74428177
3.16411210,2.06305122,-3.21970248
3.16811210,2.74666595,-48.09716797
3.17211210,2.16071033,-85.57389069
3.17611210,1.86162913,-122.57758331
3.18011210,2.06305122,-160.05432129
3.18411210,1.96539199,-191.86985779
3.18811210,1.76396978,-218.74140930
3.19211210,1.56865132,-240.94360352
3.19611210,1.47099209,-259.43783569
3.20011210,1.47099209,-272.51501465
3.20411210,1.76396978,-276.45190430
3.20811210,1.37333298,-276.94021606
3.21211210,1.56865132,-269.05117798
3.21611210,1.66631055,-254.75325012
3.22011210,1.86162913,-236.01487732
3.22411210,2.06305122,-214.31622314
3.22811210,1.56865132,-185.70510864
3.23211210,1.37333298,-148.71669006
3.23611210,1.96539199,-112.70484924
3.24011210,1.17801452,-73.99211884
3.24411210,1.86162913,-32.56324768
3.24811210,2.25836945,8.86562634
3.25211210,2.64900661,48.32605743
3.25611210,1.96539199,88.77834320
3.26011210,2.74666595,126.74337006
3.26411210,2.55134726,163.48764038
3.26811210,2.45368814,193.09059143
3.27211210,2.85042882,220.20629883
3.27611210,2.16071033,241.66079712
3.28011210,2.94808793,259.42257690
3.28411210,2.16071033,270.02774048
3.28811210,2.25836945,272.74389648
3.29211210,2.64900661,271.01962280
3.29611210,2.85042882,263.37472534
3.30011210,2.94808793,250.78584290
3.30411210,2.35602903,229.33132935
3.30811210,2.25836945,206.15251160
3.31211210,2.55134726,173.36038208
3.31611210,2.25836945,141.05654907
3.32011210,2.25836945,105.04470062
3.32411210,2.16071033,66.08782959
3.32811210,1.86162913,21.94280815
3.33211210,1.86162913,-18.25006676
3.33611210,2.25836945,-59.43479538
3.34011210,1.96539199,-100.13122559
3.34411210,2.45368814,-136.38720703
3.34811210,1.17801452,-171.14778137
3.35211210,1.56865132,-202.47503662
3.35611210,1.47099209,-228.85829163
3.36011210,1.47099209,-251.06050110
3.36411210,1.96539199,-262.88641357
3.36811210,1.47099209,-274.72760010
3.37211210,1.56865132,-279.16806030
3.37611210,1.86162913,-278.17620850
3.38011210,1.37333298,-264.61071777
3.38411210,1.47099209,-252.03709412
3.38811210,1.66631055,-229.34658813
3.39211210,1.47099209,-204.93177795
3.39611210,2.06305122,-174.35223389
3.40011210,1.86162913,-138.84394836
3.40411210,1.56865132,-101.85551453
3.40811210,1.96539199,-59.93835068
3.41211210,2.06305122,-19.98962402
3.41611210,1.96539199,24.39954758
3.42011210,2.25836945,62.37982941
3.42411210,2.06305122,102.08440399
3.42811210,2.45368814,138.34039307
3.43211210,2.35602903,172.85682678
3.43611210,3.04574704,202.70391846
3.44011209,2.16071033,231.55917358
3.44411209,3.14340663,246.34538269
3.44811209,3.04574704,262.38287354
3.45211209,2.85042882,270.76019287
3.45611209,2.64900661,275.20065308
3.46011209,2.55134726,270.02774048
3.46411209,2.35602903,260.41442871
3.46811209,2.45368814,242.40849304
3.47211209,2.16071033,221.94584656
3.47611209,2.85042882,195.79148865
3.48011209,2.64900661,162.51106262
3.48411209,1.96539199,126.74337006
3.48811209,2.35602903,89.02249146
3.49211209,2.94808793,50.55390549
3.49611209,1.96539199,8.37732983
3.50011209,1.66631055,-31.81554604
3.50411209,2.06305122,-74.23626709
3.50811209,2.25836945,-110.73640442
3.51211209,1.76396978,-148.96083069
3.51611209,1.37333298,-181.99713135
3.52011209,1.47099209,-209.87577820
3.52411209,1.47099209,-234.29058838
3.52811209,2.25836945,-253.02894592
3.53211209,2.16071033,-267.08270264
3.53611209,1.56865132,-276.20776367
3.54011209,1.86162913,-278.67974854
3.54411209,2.06305122,-271.27902222
3.54811209,2.25836945,-259.43783569
3.55211209,1.56865132,-244.14805603
3.55611209,1.86162913,-220.96925354
3.56011209,1.17801452,-195.07431030
3.56411209,2.85042882,-160.29846191
3.56811209,1.66631055,-126.02617645
3.57211209,1.76396978,-89.28189850
3.57611209,2.25836945,-47.85301971
3.58011209,2.06305122,-7.90429354
3.58411209,2.25836945,38.46857834
3.58811209,2.64900661,76.18945312
3.59211209,2.55134726,114.41388702
3.59611209,2.55134726,149.92216492
3.60011209,1.86162913,181.24942017
3.60411209,1.56865132,213.06495667
3.60811209,1.96539199,237.96806335
3.61211209,2.55134726,254.73799133
3.61611209,2.55134726,268.79174805
3.62011209,2.94808793,274.71234131
3.62411209,2.25836945,272.24035645
3.62811209,2.35602903,265.34317017
3.63211209,2.45368814,255.97398376
3.63611209,2.74666595,237.72392273
3.64011209,1.86162913,214.54510498
3.64411209,2.94808793,185.44570923
3.64811209,2.55134726,150.66987610
3.65211209,2.85042882,114.65803528
3.65611209,1.76396978,77.91374969
3.66011209,1.66631055,38.46857834
3.66411209,1.86162913,-2.71614718
3.66811209,2.64900661,-47.10531616
3.67211209,2.16071033,-87.31345367
3.67611209,1.56865132,-123.31002808
3.68011209,2.06305122,-160.80201721
3.68411209,2.16071033,-195.31845093
3.68811209,1.86162913,-218.00895691
3.69211209,1.56865132,-243.41560364
3.69611209,1.27567363,-260.17025757
3.70011209,1.76396978,-271.76730347
3.70411209,0.78127384,-276.94021606
3.70811209,2.06305122,-276.45190430
3.71211209,1.96539199,-268.56286621
3.71611209,1.86162913,-257.71353149
3.72011209,1.96539199,-236.25903320
3.72411209,1.56865132,-215.29281616
3.72811209,1.56865132,-181.99713135
3.73211209,1.96539199,-148.47253418
3.73611209,1.86162913,-114.18499756
3.74011209,2.16071033,-76.95241547
3.74411209,1.47099209,-33.29569244
3.74811209,1.66631055,6.40888643
3.75211209,2.25836945,48.32605743
3.75611209,2.74666595,87.54234314
3.76011209,2.64900661,128.72706604
3.76411209,2.25836945,163.99119568
3.76811209,2.45368814,194.57073975
3.77211209,2.45368814,220.46571350
3.77611209,2.55134726,241.92019653
3.78011209,2.85042882,261.39102173
3.78411209,2.55134726,267.31161499
3.78811209,2.25836945,274.71234131
3.79211208,2.74666595,271.50790405
3.79611208,2.35602903,264.10714722
3.80011208,2.64900661,249.30569458
3.80411208,2.55134726,231.31503296
3.80811208,2.74666595,203.93992615
3.81211208,2.35602903,175.57298279
3.81611208,2.74666595,140.06469727
3.82011208,2.45368814,102.32855225
3.82411208,2.06305122,63.12753677
3.82811208,2.16071033,22.43110466
3.83211208,2.06305122,-18.99777031
3.83611208,1.96539199,-59.93835068
3.84011208,1.96539199,-99.13937378
3.84411208,1.56865132,-135.88365173
3.84811208,2.35602903,-170.65950012
3.85211208,1.37333298,-201.97148132
3.85611208,1.86162913,-227.13398743
3.86011208,1.76396978,-248.58850098
3.86411208,1.56865132,-262.64227295
3.86811208,1.66631055,-273.99517822
3.87211208,1.27567363,-276.94021606
3.87611208,1.56865132,-276.69604492
3.88011208,1.56865132,-266.35028076
3.88411208,1.76396978,-253.27308655
3.88811208,1.56865132,-228.36999512
3.89211208,1.17801452,-205.19117737
3.89611208,1.96539199,-173.86393738
3.90011208,1.66631055,-137.36380005
3.90411208,1.76396978,-100.13122559
3.90811208,2.06305122,-61.90679169
3.91211208,1.76396978,-18.00592041
3.91611208,1.96539199,22.67525291
3.92011208,2.16071033,62.62397385
3.92411208,2.55134726,105.28884888
3.92811208,2.55134726,140.30883789
3.93211208,2.45368814,174.33697510
3.93611208,1.86162913,203.43637085
3.94011208,2.45368814,229.08717346
3.94411208,2.16071033,250.05339050
3.94811208,2.35602903,261.89456177
3.95211208,2.06305122,271.50790405
3.95611208,2.06305122,274.46820068
3.96011208,3.14340663,270.76019287
3.96411208,3.04574704,258.93426514
3.96811208,2.35602903,242.65264893
3.97211208,2.45368814,221.94584656
3.97611208,2.45368814,191.85459900
3.98011208,2.55134726,164.23533630
3.98411208,1.86162913,130.69551086
3.98811208,2.35602903,89.99908447
3.99211208,2.25836945,49.07376099
3.99611208,1.86162913,9.36918163
4.00011208,2.55134726,-31.81554604
4.00411208,2.35602903,-71.52012634
4.00811208,1.76396978,-113.69670105
4.01211208,1.76396978,-148.47253418
4.01611208,1.66631055,-181.75297546
4.02011208,1.17801452,-213.08021545
4.02411208,1.86162913,-233.78703308
4.02811208,1.76396978,-255.24153137
4.03211208,2.35602903,-270.28717041
4.03611208,1.17801452,-275.96362305
4.04011208,1.66631055,-275.46005249
4.04411208,1.47099209,-273.24746704
4.04811208,1.08035517,-262.15396118
4.05211208,1.47099209,-246.36065674
4.05611208,1.66631055,-220.96925354
4.06011208,1.27567363,-195.56259155
4.06411208,1.66631055,-160.54261780
4.06811208,1.96539199,-128.23876953
4.07211208,2.16071033,-90.01434326
4.07611208,2.06305122,-46.12872314
4.08011208,1.86162913,-4.44044304
4.08411208,2.35602903,37.23257828
4.08811208,1.76396978,74.70930481
4.09211208,2.25836945,112.44544220
4.09611208,2.35602903,150.66987610
4.10011208,2.06305122,182.97370911
4.10411208,2.85042882,213.30911255
4.10811208,2.85042882,234.76362610
4.11211208,2.45368814,256.70642090
4.11611208,2.45368814,266.57916260
4.12011208,2.64900661,274.22406006
4.12411208,2.45368814,272.98806763
4.12811208,2.74666595,267.79989624
4.13211208,2.64900661,254.98213196
4.13611208,2.45368814,235.99961853
4.14011208,2.35602903,213.30911255
4.14411208,2.06305122,187.16999817
4.14811207,2.55134726,150.42572021
4.15211207,2.64900661,118.12188721
4.15611207,2.64900661,76.69300842
4.16011207,1.96539199,36.24072647
4.16411207,2.16071033,-5.92059040
4.16811207,1.96539199,-45.38102341
4.17211207,1.96539199,-85.83330536
4.17611207,1.56865132,-122.82173157
4.18011207,2.06305122,-159.32186890
4.18411207,1.96539199,-191.86985779
4.18811207,1.76396978,-218.25311279
4.19211207,1.47099209,-244.89576721
4.19611207,1.56865132,-257.95767212
4.20011207,1.37333298,-271.27902222
4.20411207,1.66631055,-277.68789673
4.20811207,1.27567363,-277.44375610
4.21211207,1.86162913,-268.80700684
4.21611207,1.76396978,-255.98924255
4.22011207,1.56865132,-235.77073669
4.22411207,1.17801452,-211.84422302
4.22811207,1.66631055,-183.98081970
4.23211207,2.06305122,-152.16528320
4.23611207,1.37333298,-112.46070099
4.24011207,2.16071033,-72.26782227
4.24411207,2.16071033,-34.77584076
4.24811207,2.25836945,7.38547897
4.25211207,2.25836945,48.08190918
4.25611207,1.27567363,88.03063965
4.26011207,2.55134726,127.24692535
4.26411207,2.45368814,162.75520325
4.26811207,2.45368814,194.31134033
4.27211207,2.85042882,221.94584656
4.27611207,2.94808793,242.40849304
4.28011207,2.45368814,257.20996094
4.28411207,2.74666595,271.99621582
4.28811207,2.35602903,273.23220825
4.29211207,2.85042882,270.51605225
4.29611207,3.04574704,262.38287354
4.30011207,2.74666595,247.33724976
4.30411207,2.55134726,227.85118103
4.30811207,2.25836945,207.63265991
4.31211207,2.64900661,175.81712341
4.31611207,2.64900661,141.54484558
4.32011207,2.45368814,105.53299713
4.32411207,2.16071033,62.88338852
4.32811207,2.45368814,21.69865990
4.33211207,2.16071033,-18.25006676
4.33611207,1.76396978,-58.45820236
4.34011207,2.16071033,-99.13937378
4.34411207,1.96539199,-138.59980774
4.34811207,1.86162913,-171.39193726
4.35211207,1.56865132,-199.51475525
4.35611207,1.76396978,-229.60598755
4.36011207,1.27567363,-248.10020447
4.36411207,1.37333298,-264.87011719
4.36811207,1.66631055,-273.49160767
4.37211207,0.98269600,-276.45190430
4.37611207,1.37333298,-274.72760010
4.38011207,1.56865132,-266.35028076
4.38411207,1.66631055,-252.52540588
4.38811207,2.16071033,-230.33843994
4.39211207,1.66631055,-202.96333313
4.39611207,1.66631055,-172.38378906
4.40011207,1.27567363,-140.07995605
4.40411207,2.06305122,-100.37537384
4.40811207,1.76396978,-62.15093994
4.41211207,1.47099209,-19.24191856
4.41611207,2.45368814,23.91125107
4.42011207,2.16071033,65.09597778
4.42411207,2.45368814,101.59610748
4.42811207,2.16071033,137.85209656
4.43211207,2.06305122,173.60453796
4.43611207,2.25836945,204.67236328
4.44011207,2.64900661,229.59072876
4.44411207,2.45368814,246.34538269
4.44811207,2.74666595,263.11529541
4.45211207,3.53404331,273.97991943
4.45611207,2.55134726,275.44479370
4.46011207,2.64900661,269.78359985
4.46411207,2.55134726,260.15499878
4.46811207,2.64900661,243.40034485
4.47211207,2.64900661,221.68643188
4.47611207,1.96539199,194.06718445
4.48011207,2.35602903,163.24349976
4.48411207,2.35602903,128.97120667
4.48811207,2.85042882,87.54234314
4.49211207,2.64900661,51.28635025
4.49611207,1.47099209,10.10162640
4.50011206,1.96539199,-32.31909943
4.50411206,1.96539199,-73.74797058
4.50811206,1.96539199,-112.94899750
4.51211206,1.96539199,-148.21313477
4.51611206,1.17801452,-182.50068665
4.52011206,1.76396978,-211.09651184
4.52411206,1.56865132,-236.99147034
4.52811206,1.96539199,-257.71353149
4.53211206,1.37333298,-270.04302979
4.53611206,1.08035517,-275.21591187
4.54011206,1.08035517,-278.67974854
4.54411206,1.37333298,-273.73574829
4.54811206,1.27567363,-260.17025757
4.55211206,1.27567363,-245.13990784
4.55611206,2.16071033,-221.21339417
4.56011206,1.27567363,-195.07431030
4.56411206,1.17801452,-162.28216553
4.56811206,1.56865132,-125.27848053
4.57211206,1.37333298,-86.80989838
4.57611206,1.76396978,-47.85301971
4.58011206,2.06305122,-5.67644262
4.58411206,1.56865132,34.51643372
4.58811206,2.25836945,77.66960144
4.59211206,2.16071033,115.16159058
4.59611206,2.74666595,151.15817261
4.60011206,3.24106574,183.72140503
4.60411206,2.64900661,215.27755737
4.60811206,2.64900661,236.97621155
4.61211206,2.74666595,256.21810913
4.61611206,3.04574704,267.79989624
4.62011206,2.94808793,272.74389648
4.62411206,2.64900661,273.47634888
4.62811206,2.74666595,267.55575562
4.63211206,2.55134726,253.99028015
4.63611206,2.55134726,236.73207092
4.64011206,2.45368814,215.03340149
4.64411206,2.94808793,185.68984985
4.64811206,2.64900661,153.14187622
4.65211206,2.55134726,114.65803528
4.65611206,2.16071033,75.94530487
4.66011206,1.47099209,39.44517136
4.66411206,1.96539199,-5.18814611
4.66811206,2.16071033,-48.58546448
4.67211206,1.66631055,-86.80989838
4.67611206,1.76396978,-124.54602814
4.68011206,1.86162913,-162.02276611
4.68411206,1.56865132,-194.32659912
4.68811206,1.86162913,-219.73326111
4.69211206,1.66631055,-242.42375183
4.69611206,1.66631055,-259.43783569
4.70011206,1.96539199,-273.49160767
4.70411206,2.35602903,-277.44375610
4.70811206,1.47099209,-277.93206787
4.71211206,1.27567363,-269.79885864
4.71611206,1.56865132,-254.99739075
4.72011206,1.47099209,-238.47161865
4.72411206,1.86162913,-209.87577820
4.72811206,1.47099209,-182.74482727
4.73211206,1.96539199,-150.19683838
4.73611206,1.96539199,-115.17684937
4.74011206,1.86162913,-74.48041534
4.74411206,2.16071033,-34.04339600
4.74811206,2.55134726,7.38547897
4.75211206,2.25836945,48.81435394
4.75611206,2.06305122,88.51893616
4.76011206,2.85042882,126.01091766
4.76411206,2.64900661,163.48764038
4.76811206,2.16071033,194.57073975
4.77211206,3.04574704,223.67013550
4.77611206,2.35602903,241.17250061
4.78011206,2.85042882,258.18655396
4.78411206,2.74666595,268.30346680
4.78811206,2.74666595,274.71234131
4.79211206,3.14340663,270.51605225
4.79611206,2.74666595,265.83145142
4.80011206,2.55134726,249.56509399
4.80411206,3.14340663,228.59887695
4.80811206,2.64900661,204.67236328
4.81211206,2.64900661,174.09283447
4.81611206,1.86162913,142.78083801
4.82011206,2.06305122,104.31225586
4.82411206,2.74666595,65.09597778
4.82811206,2.45368814,24.90310287
4.83211206,1.96539199,-18.50947380
4.83611206,1.66631055,-59.67894363
4.84011206,1.96539199,-97.17092896
4.84411206,1.17801452,-138.11151123
4.84811206,1.37333298,-171.39193726
4.85211205,1.86162913,-201.97148132
4.85611205,1.66631055,-228.36999512
4.86011205,1.47099209,-249.58035278
4.86411205,1.37333298,-263.63412476
4.86811205,1.96539199,-273.73574829
4.87211205,1.86162913,-276.45190430
4.87611205,1.27567363,-275.21591187
4.88011205,1.56865132,-268.07455444
4.88411205,1.08035517,-252.03709412
4.88811205,1.56865132,-228.12583923
4.89211205,1.56865132,-204.93177795
4.89611205,1.86162913,-174.85578918
4.90011205,1.66631055,-138.35565186
4.90411205,2.06305122,-100.61952209
4.90811205,1.76396978,-60.67079163
4.91211205,2.94808793,-19.24191856
4.91611205,2.06305122,20.46265793
4.92011205,2.25836945,61.14382935
4.92411205,2.85042882,102.32855225
4.92811205,2.25836945,139.82054138
4.93211205,2.25836945,173.11624146
4.93611205,2.94808793,201.95622253
4.94011205,2.85042882,227.60702515
4.94411205,2.94808793,248.08494568
4.94811205,2.74666595,262.62701416
4.95211205,2.64900661,272.49975586
4.95611205,3.24106574,277.18435669
4.96011205,3.24106574,271.50790405
4.96411205,2.85042882,258.18655396
4.96811205,3.24106574,245.12464905
4.97211205,2.25836945,219.47384644
4.97611205,2.25836945,191.61044312
4.98011205,3.14340663,166.69207764
4.98411205,2.25836945,128.46765137
4.98811205,2.16071033,90.50263977
4.99211205,1.56865132,49.80620575
4.99611205,1.76396978,10.10162640
5.00011205,1.76396978,-31.08309937
5.00411205,2.16071033,-69.30753326
5.00811205,1.47099209,-111.22470093
5.01211205,1.66631055,-147.72483826
5.01611205,1.56865132,-181.99713135
5.02011205,1.56865132,-209.12806702
5.02411205,1.47099209,-235.77073669
5.02811205,1.08035517,-255.98924255
5.03211205,1.56865132,-266.83856201
5.03611205,2.16071033,-276.45190430
5.04011205,1.17801452,-276.45190430
5.04411205,0.87893307,-273.00332642
5.04811205,1.17801452,-261.40628052
5.05211205,1.66631055,-245.62820435
5.05611205,1.08035517,-223.92955017
5.06011205,1.27567363,-194.08244324
5.06411205,2.06305122,-164.25059509
5.06811205,1.17801452,-126.51447296
5.07211205,1.66631055,-88.79360199
5.07611205,1.96539199,-47.60887146
5.08011205,1.96539199,-8.88088608
5.08411205,2.74666595,34.76058197
5.08811205,2.55134726,75.21286011
5.09211205,2.64900661,115.89403534
5.09611205,2.45368814,150.91401672
5.10011205,2.64900661,183.96556091
5.10411205,2.45368814,210.83711243
5.10811205,3.24106574,235.25192261
5.11211205,2.64900661,253.50199890
5.11611205,2.74666595,266.82330322
5.12011205,2.85042882,273.23220825
5.12411205,2.55134726,270.51605225
5.12811205,2.45368814,266.07559204
5.13211205,2.74666595,255.97398376
5.13611205,2.35602903,235.25192261
5.14011205,2.55134726,212.82081604
5.14411205,2.16071033,183.96556091
5.14811205,2.55134726,152.15002441
5.15211205,2.64900661,116.88588715
5.15611205,2.06305122,77.42545319
5.16011205,1.66631055,37.96502304
5.16411205,2.35602903,-1.98370302
5.16811205,1.27567363,-44.89272690
5.17211205,1.96539199,-85.32975006
5.17611205,1.66631055,-124.79017639
5.18011205,1.17801452,-160.05432129
5.18411205,1.37333298,-191.62570190
5.18811205,1.37333298,-219.24496460
5.19211205,1.27567363,-243.41560364
5.19611205,1.76396978,-258.20181274
5.20011205,0.68361461,-272.75915527
5.20411205,0.98269600,-277.44375610
5.20811204,1.37333298,-277.19961548
5.21211204,1.86162913,-269.55471802
5.21611204,1.66631055,-256.72167969
5.22011204,1.86162913,-239.46347046
5.22411204,1.47099209,-212.33251953
5.22811204,0.87893307,-184.95741272
5.23211204,1.47099209,-150.92927551
5.23611204,1.86162913,-115.42099762
5.24011204,2.45368814,-73.24441528
5.24411204,2.35602903,-35.52354431
5.24811204,2.16071033,7.14133072
5.25211204,2.64900661,47.09005737
5.25611204,2.25836945,90.74678802
5.26011204,2.45368814,126.49921417
5.26411204,2.16071033,163.99119568
5.26811204,2.45368814,193.33474731
5.27211204,2.64900661,220.20629883
5.27611204,2.94808793,242.65264893
5.28011204,2.94808793,258.93426514
5.28411204,3.24106574,270.76019287
5.28811204,2.74666595,275.20065308
5.29211204,2.94808793,271.50790405
5.29611204,2.85042882,262.87115479
5.30011204,3.24106574,250.78584290
5.30411204,2.55134726,231.55917358
5.30811204,2.94808793,205.66421509
5.31211204,2.64900661,174.59638977
5.31611204,2.25836945,142.53669739
5.32011204,1.96539199,102.83210754
5.32411204,1.76396978,61.40323639
5.32811204,2.25836945,23.17880630
5.33211204,1.86162913,-18.25006676
5.33611204,2.16071033,-57.22220230
5.34011204,1.17801452,-100.86367035
5.34411204,2.06305122,-138.11151123
5.34811204,1.37333298,-173.61979675
5.35211204,1.37333298,-202.23088074
5.35611204,0.98269600,-227.62228394
5.36011204,1.08035517,-251.54881287
5.36411204,0.78127384,-264.61071777
5.36811204,0.87893307,-275.21591187
5.37211204,0.58595538,-280.15991211
5.37611204,0.68361461,-274.23931885
5.38011204,1.37333298,-266.83856201
5.38411204,1.76396978,-251.30464172
5.38811204,1.86162913,-230.09428406
5.39211204,1.37333298,-204.44348145
5.39611204,1.76396978,-172.62794495
5.40011204,2.06305122,-137.60795593
5.40411204,2.16071033,-101.85551453
